Voltage_measured_mean,Voltage_measured_std,Voltage_measured_var,Voltage_measured_median,Voltage_measured_rms,Voltage_measured_min,Voltage_measured_max,Voltage_measured_skew,Voltage_measured_kurtosis,Voltage_measured_peak_to_peak,Voltage_measured_energy,Current_measured_mean,Current_measured_std,Current_measured_var,Current_measured_median,Current_measured_rms,Current_measured_min,Current_measured_max,Current_measured_skew,Current_measured_kurtosis,Current_measured_peak_to_peak,Current_measured_energy,Temperature_measured_mean,Temperature_measured_std,Temperature_measured_var,Temperature_measured_median,Temperature_measured_rms,Temperature_measured_min,Temperature_measured_max,Temperature_measured_skew,Temperature_measured_kurtosis,Temperature_measured_peak_to_peak,Temperature_measured_energy,Voltage_load_mean,Voltage_load_std,Voltage_load_var,Voltage_load_median,Voltage_load_rms,Voltage_load_min,Voltage_load_max,Voltage_load_skew,Voltage_load_kurtosis,Voltage_load_peak_to_peak,Voltage_load_energy,Current_load_mean,Current_load_std,Current_load_var,Current_load_median,Current_load_rms,Current_load_min,Current_load_max,Current_load_skew,Current_load_kurtosis,Current_load_peak_to_peak,Current_load_energy,Time_mean,Time_std,Time_var,Time_median,Time_rms,Time_min,Time_max,Time_skew,Time_kurtosis,Time_peak_to_peak,Time_energy,File,Experiment,battery_id,cycle_index,filename,Capacity,capacity_fade_rate,Voltage_measured_mean_rolling_mean_w5,Voltage_measured_mean_rolling_std_w5,Time_max_rolling_mean_w5,Time_max_rolling_std_w5,Temperature_measured_mean_rolling_mean_w5,Temperature_measured_mean_rolling_std_w5,Re_nearest,Rct_nearest,Re_trend,Rct_trend
3.529828668852792,0.2359570707015622,0.05567573921406202,3.529903338,3.537706343193162,2.612467348,4.191491808,-0.5078152058098998,1.3098807090784153,1.5790244600000003,2465.527135621819,-1.818701964177665,0.5935461816855084,0.35229706979344655,-2.012427485,1.9131058267375445,-2.018014688,0.000728585,2.7340511436818566,5.475108475685907,2.018743273,721.0148591465372,32.572328114060916,3.486920476168426,12.158614407122643,32.86578627,32.75843667175169,24.32599342,38.98218133,-0.3913933296708763,-0.3779300092567488,14.656187910000003,211403.68911590165,2.4049441624365477,0.7949485453635143,0.6319431897755674,2.61,2.5329231362623696,0.0,4.206,-2.408325738742434,4.828281702853517,4.206,1263.892824,-1.8055695431472079,0.5897144186121623,0.34776309551908063,-1.9982,1.8994326707361593,-1.9984,-0.0004,2.734074289148223,5.475162410702453,1.998,710.74536072,1812.0874974619292,1066.555257358222,1137540.1169984632,1796.328,2102.6652647191136,0.0,3690.234,0.035741066009063,-1.1914027885836447,3690.234,870976639.444891,05122.csv,discharge,B0005,1,05122.csv,1.856487421,0.0,3.529828668852792,0.0,3690.234,0.0,32.572328114060916,0.0,,,,
3.5373201277859714,0.23476492928592216,0.055114572022624035,3.5357367248255454,3.545102009598931,2.587208728940726,4.189773213846608,-0.5500701751270534,1.5308560590267577,1.6025644849058818,2463.2786586586262,-1.8175598506612867,0.5951796218062511,0.3542387822134321,-2.0123677195748773,1.912527801876174,-2.016820542901454,0.0029274033590803,2.7245215286961075,5.423096368833331,2.0197479462605346,716.9214682180648,32.72523522519307,3.426734226466467,11.742507458836736,32.96878538029273,32.90415669794705,24.685948163596,39.03339796678704,-0.37205398111118443,-0.41731706960354265,14.347449803191044,212205.97148859856,2.399260204081633,0.7945610896280907,0.6313273251509788,2.6045,2.5274051618291864,0.0,4.204,-2.4065043509292474,4.809062487723994,4.204,1252.004263,-1.8045826530612243,0.5910476943919353,0.3493373770460225,-1.9982,1.898909141790494,-1.9984,-0.0006,2.7245428432831926,5.423133870947778,1.9978,706.74776204,1803.1433724489798,1061.4523336473942,1126681.056605499,1787.6644999999999,2092.368772040956,0.0,3672.344,0.03581547686501589,-1.1915719596231928,3672.344,858089387.329587,05124.csv,discharge,B0005,2,05124.csv,1.84632725,-0.010160170999999558,3.5335743983193817,0.005297261412631674,3681.2889999999998,12.650140315427084,32.64878166962699,0.10812165517318927,,,,
3.5437367282719,0.22752543549673085,0.05176782379797703,3.538222978668746,3.5510333458165673,2.65191689384378,4.188186735991303,-0.4393639218470159,1.3244214531001433,1.5362698421475236,2458.9183755047347,-1.8164865418840956,0.5964980204475099,0.35580988839779787,-2.0124219555608507,1.9119187339538881,-2.016573862170142,0.001483676365228,2.714949639343864,5.371035876320883,2.0180575385353703,712.8094828225485,32.64286193755933,3.3794750427627753,11.420851564656461,32.885532036436224,32.81733211336986,24.7342661639544,38.81879668981741,-0.3686519542432963,-0.4353881508126851,14.084530525863013,210010.5709726472,2.3979692307692306,0.7953416740875797,0.6325683785404338,2.602,2.5264253027264454,0.0,4.203,-2.4074246632337952,4.802855395513346,4.203,1244.650838,-1.8035753846153844,0.5924003918082733,0.3509382242145957,-1.9982,1.8983736176541035,-1.9984,-0.0004,2.714979235394293,5.371112351734608,1.998,702.74536648,1793.8093794871795,1055.6950228947555,1114491.9813647585,1778.828,2081.4043507451743,0.0,3651.641,0.03488455490128219,-1.19194143952422,3651.641,844787593.9036832,05126.csv,discharge,B0005,3,05126.csv,1.835349194,-0.010569113500000034,3.536961841636888,0.006960948636847462,3671.406333333334,19.31357880697739,32.64680842560444,0.07652991071870303,,,,
3.5436661072601456,0.23274431724182537,0.054169917208363456,3.5402327724610636,3.551301085088765,2.592947964776547,4.188461118855572,-0.5478249142259592,1.584145032116524,1.5955131540790246,2446.6774430088117,-1.8255891938692528,0.5834624841611844,0.34042847042354035,-2.011943020614001,1.9165605587081584,-2.0159359571668354,0.0015470119527235,2.8071131251702597,5.879963334938754,2.017482969119559,712.6016487879713,32.51487646204882,3.3865437316993536,11.468678446712184,32.735170854807585,32.69076122987975,24.65224374129252,38.7623045063458,-0.34818963252931195,-0.4518952702194441,14.11006076505328,207325.05873906772,2.4082886597938145,0.7786620491449524,0.6063145867786163,2.6020000000000003,2.5310410616325654,0.0,4.203,-2.4695154995520325,5.204588876000422,4.203,1242.796758,-1.8128628865979384,0.5795636196666869,0.3358939892411521,-1.9982,1.9032513850895685,-1.9984,-0.0006,2.807142744015712,5.880050434306055,1.9978,702.7389719600001,1784.3594278350517,1050.0940498280504,1102697.513484276,1769.5705,2070.4193008152015,0.0,3631.563,0.03451505328134068,-1.1927222844051995,3631.563,831607399.7504928,05128.csv,discharge,B0005,4,05128.csv,1.835262528,-0.007465273500000211,3.5386379080427024,0.006598484548491742,3661.4455,25.40765672653273,32.61382543471554,0.09086287603665419,,,,
3.5423432526672167,0.23668857165678028,0.05602147995292682,3.5406031502388826,3.5502418508701465,2.547419651124539,4.188298524761055,-0.6233504368019621,1.7813245754909453,1.6408788736365159,2445.2181367359576,-1.8261139590277584,0.5834685498827803,0.3404355487023145,-2.012480691655285,1.9170622681744975,-2.017425579158831,0.0017014548245034,2.8071158066722948,5.879991351743719,2.0191270339833345,712.9747815713197,32.38234901543077,3.3958806914600226,11.532005670631001,32.58839593251643,32.55992219627991,24.518700434435164,38.66539257343368,-0.33944174668740806,-0.4644406525116227,14.146692138998514,205668.81548499345,2.408505154639175,0.7793313036836546,0.6073572809012646,2.6029999999999998,2.531453013750155,0.0,4.203,-2.464377519477626,5.181218282369331,4.203,1243.201346,-1.8128762886597938,0.5795679076181368,0.3358989595408651,-1.9982,1.9032654564000717,-1.9984,-0.0006,2.807142709086979,5.88005031847378,1.9978,702.74936312,1783.5013505154639,1049.3919421131511,1101223.4481720112,1768.391,2069.3236855220343,0.0,3629.172,0.03424194313776782,-1.1924536363564995,3629.172,830727499.9997239,05130.csv,discharge,B0005,5,05130.csv,1.834645508,-0.005474854799999867,3.5393789769676056,0.005949866764037388,3654.9908000000005,26.314967712311404,32.56753015085858,0.13003196998514877,,,,
3.5413347346347575,0.23931625998293235,0.05727227229221847,3.540441683624069,3.5494117787350126,2.5209480504077413,4.188815807948604,-0.6508049841546683,1.8442146766114709,1.6678677575408627,2456.673175129455,-1.8168108743168805,0.5967015706365189,0.35605276440008854,-2.012571147078172,1.9122903852281838,-2.0162347618032066,0.0024899497555445,2.7149594842728244,5.371073737001339,2.018724711558751,713.0866309000504,32.43418218230641,3.4173255675455376,11.678114034600432,32.65340419819955,32.6137131873947,24.51442664842638,38.75169504640032,-0.3428638528093601,-0.46479328364312344,14.237268397973942,207412.58613458043,2.3962512820512822,0.7959637045171173,0.6335582189086129,2.601,2.5249907773378153,0.0,4.203,-2.3970894997144594,4.7571862782915995,4.203,1243.237793,-1.80365641025641,0.5924201017187442,0.3509615769204471,-1.9982,1.8984567477768586,-1.9984,-0.0006,2.7149791408632913,5.37111202714558,1.9978,702.80691452,1793.4977589743594,1055.7867319383372,1114685.6233370341,1778.063,2081.1823165650535,0.0,3652.281,0.035411695157195076,-1.1919137962581867,3652.281,844607367.7827011,05132.csv,discharge,B0005,6,05132.csv,1.83566166,-0.002203486599999932,3.5416801901239987,0.0026335504100056376,3647.4002,17.6570377668508,32.53990096450768,0.14280673430103974,,,,
3.5410250495075215,0.24251533411963816,0.058813687283159735,3.5416438330354696,3.5493199473311647,2.487927319492314,4.18839163793879,-0.7040914023780916,1.975872551067023,1.700464318446476,2456.546057261966,-1.816791144707133,0.5964919190059063,0.3558026094393486,-2.012607460553084,1.912206231797607,-2.01583310669507,0.0023142958827398,2.7149571764000573,5.3710593356563106,2.0181474025778097,713.0238712204927,32.480416444757985,3.419542558294876,11.693271307989866,32.67874371075431,32.659925347938184,24.575581239008407,38.8207012322275,-0.3311889619151629,-0.47721472106693064,14.245119993219092,208000.79112791456,2.394646153846154,0.795903642488356,0.6334626081262328,2.601,2.523448594732298,0.0,4.203,-2.393031343792404,4.74107189962098,4.203,1241.7195980000001,-1.8036205128205127,0.5924048477006448,0.3509435035792242,-1.9982,1.898417882829319,-1.9984,-0.0006,2.7149791605870184,5.3711121025101445,1.9978,702.77813928,1792.8422461538462,1055.400674333478,1113870.58338356,1777.437,2080.4215685715067,0.0,3650.828,0.03561118337381398,-1.191685542300493,3650.828,843990011.080618,05134.csv,discharge,B0005,7,05134.csv,1.835146143,-6.969999999820518e-07,3.5424211744683083,0.0012665038187346788,3643.097,11.66247115752038,32.49093720842066,0.09845992370276861,,,,
3.554133296801584,0.227312510961654,0.05167097763969207,3.547054825803467,3.5613950172753084,2.665204904745877,4.188927891511958,-0.44841366582579717,1.3027864951542618,1.523722986766081,2422.555083593018,-1.8443412120754061,0.5573831672048897,0.310675995083354,-2.012705452409922,1.92672533113652,-2.0166395518034546,0.0022276160569156,3.0047856635561785,7.028839922204265,2.0188671678603702,709.0436658138383,32.41046186109587,3.3516161723228617,11.233330966576151,32.584806233808344,32.583298927765526,24.71132429046902,38.51713023385634,-0.3250796616943947,-0.49966604838232476,13.805805943387323,202779.23148208007,2.434628272251309,0.7434224895334652,0.5526769979441353,2.606,2.5456024477497516,0.0,4.203,-2.6323441026437004,6.240178088897954,4.203,1237.697538,-1.8308837696335079,0.5534257958540422,0.30628011151668,-1.9982,1.912698483667534,-1.9984,-0.0006,3.004817492004244,7.028928324913332,1.9978,698.75735848,1756.570764397906,1033.2916206868497,1067691.5733816565,1742.734,2037.948091517323,0.0,3572.453,0.03302261025299299,-1.192759872707285,3572.453,793267392.930348,05136.csv,discharge,B0005,8,05136.csv,1.825756791,-0.001851083900000068,3.544500488174245,0.005482734901316643,3627.2594000000004,32.43254486314618,32.44445719312797,0.05331656730643369,,,,
3.5529355991467955,0.23245384950762418,0.0540347921509132,3.5482456156032667,3.560531724874181,2.603858472633368,4.189029250882121,-0.5658330977802036,1.589089372723393,1.5851707782487532,2408.7033711287468,-1.853972745505648,0.5424840616663397,0.29428895716200903,-2.0125222354549934,1.931710096841594,-2.018357230695621,0.0054010283210214,3.1228357600528867,7.752253502780491,2.0237582590166423,708.9857406655544,32.3461408313,3.3724043396197616,11.373111029886202,32.50995598699333,32.52146887377904,24.628487294051176,38.526267904657,-0.30915797271321505,-0.507956931684697,13.897780610605821,200952.728164554,2.4485105263157894,0.7252489063797243,0.5259859762049861,2.609,2.5536620320011436,0.0,4.203,-2.707787318733463,6.793543024715733,4.203,1239.026057,-1.8405052631578949,0.5386730099573486,0.29016861165650976,-1.9982,1.9177143257973595,-1.9984,-0.0004,3.122880195595942,7.752380828234202,1.998,698.74936472,1745.895568421053,1027.0003359055174,1054729.6899500454,1731.6245,2025.5569668074793,0.0,3550.594,0.03321746807133108,-1.1925830729492366,3550.594,779547394.89864,05138.csv,discharge,B0005,9,05138.csv,1.824773853,-0.002964817900000216,3.5463543865515748,0.006586192709649345,3611.0655999999994,46.78500469488046,32.410710066978204,0.05094977023566794,,,,
3.5512057319376997,0.23672870147542147,0.056040478102239215,3.548092545796841,3.559087330854557,2.552853984885676,4.189223427076418,-0.647594331186831,1.8234915211538922,1.636369442190742,2406.7494994433887,-1.853589933851096,0.5423346882876612,0.2941269141200746,-2.0122842088052764,1.9313007422445072,-2.016071837814984,0.0030191479674457,3.122851321219885,7.752313248531509,2.0190909857824293,708.6852858288951,32.27679750791685,3.384318782535614,11.453613621823342,32.43156170949037,32.453740477622766,24.561560340089137,38.52698128472781,-0.2938435217682362,-0.5151975951910766,13.965420944638673,200116.6014878892,2.4496526315789473,0.7264187319115759,0.5276841740720221,2.6100000000000003,2.5550894679978793,0.0,4.204,-2.6984059308432546,6.749633819431946,4.204,1240.411616,-1.8404957894736844,0.5386624271316165,0.2901572104033241,-1.9982,1.9177022609033145,-1.9982,-0.0006,3.1228802372020406,7.752380985218414,1.9976,698.74057268,1746.0239315789474,1027.2047633099003,1055149.625766548,1732.086,2025.7712594004668,0.0,3551.25,0.03315598570606097,-1.192647258598926,3551.25,779712347.1284611,05140.csv,discharge,B0005,10,05140.csv,1.824613268,-0.0032469073999998356,3.548126882405672,0.006427468142430372,3595.4811999999997,51.93997334134837,32.389599765475424,0.07950395655259032,,,,
