Voltage_measured_mean,Voltage_measured_std,Voltage_measured_min,Voltage_measured_max,Voltage_measured_median,Voltage_measured_variance,Voltage_measured_skewness,Voltage_measured_kurtosis,Voltage_measured_rms,Voltage_measured_peak_to_peak,Voltage_measured_energy,Current_measured_mean,Current_measured_std,Current_measured_min,Current_measured_max,Current_measured_median,Current_measured_variance,Current_measured_skewness,Current_measured_kurtosis,Current_measured_rms,Current_measured_peak_to_peak,Current_measured_energy,Temperature_measured_mean,Temperature_measured_std,Temperature_measured_min,Temperature_measured_max,Temperature_measured_median,Temperature_measured_variance,Temperature_measured_skewness,Temperature_measured_kurtosis,Temperature_measured_rms,Temperature_measured_peak_to_peak,Temperature_measured_energy,Current_charge_mean,Current_charge_std,Current_charge_min,Current_charge_max,Current_charge_median,Current_charge_variance,Current_charge_skewness,Current_charge_kurtosis,Current_charge_rms,Current_charge_peak_to_peak,Current_charge_energy,Voltage_charge_mean,Voltage_charge_std,Voltage_charge_min,Voltage_charge_max,Voltage_charge_median,Voltage_charge_variance,Voltage_charge_skewness,Voltage_charge_kurtosis,Voltage_charge_rms,Voltage_charge_peak_to_peak,Voltage_charge_energy,Time_mean,Time_std,Time_min,Time_max,Time_median,Time_variance,Time_skewness,Time_kurtosis,Time_rms,Time_peak_to_peak,Time_energy,Experiment,File
4.058826443375249,0.17747429237662388,3.001950570776504,4.213016370444398,4.13995633668055,0.03149712445458337,-1.219373475235288,1.694288276719933,4.062700544504548,1.2110657996678942,15515.203571458493,0.9490426727251161,0.6666145137810588,-3.361982908688226,1.5151784093535638,1.5081419199848596,0.44437490998355755,-0.6655721076530465,0.04942958363082095,1.1595620575764154,4.877161318041789,1263.9091154485989,26.63562262811608,1.3584939973402401,24.52851520043705,29.34194895777482,26.649156919674112,1.8455059408094643,0.06283219089290679,-0.9461594339408457,26.670206887537006,4.813433757337773,668621.9392985848,0.9417617021276596,0.6620247885713462,-3.37,1.5,1.498,0.43827682068293566,-0.6712336999125693,0.10158776777569001,1.1509672768330235,4.87,1245.242132,4.430904255319149,0.7107122658259842,0.003,4.931,4.575,0.5051119247955045,-5.45795420482788,31.276372746885922,4.487481152215501,4.928,18929.237866000003,3685.339534042553,3098.4977367023494,0.0,10516.0,2846.617,9600688.22434958,0.6146000819290891,-0.8770261884657389,4813.751365350682,10516.0,21781870074.970623,charge,05123.csv
4.058138828852896,0.17538048756997407,3.0358785775794024,4.212788046609961,4.136344635791781,0.030758315420281825,-1.138195407551235,1.3509193052165824,4.061922727389907,1.1769094690305586,15459.765619959597,0.9505286974657304,0.6673092105445458,-3.384407789097242,1.5168939445650549,1.5083151974991005,0.44530158247758506,-0.6764510678066867,0.09423323569570297,1.1611766210902361,4.901301733662297,1263.386283208446,26.778175507896698,1.371850639423883,24.60017378652301,29.553300732538816,26.813282560958704,1.8819741768877163,0.04019983460273197,-0.9426403347604491,26.81325510262189,4.953126946015807,673656.7582987874,0.9431141942369264,0.6625703903753581,-3.387,1.5,1.498,0.43899952220215455,-0.6811459437082532,0.13902500668594797,1.1523868228772352,4.8870000000000005,1244.3316799999998,4.402618996798292,0.8080363351964506,0.003,4.942,4.575,0.6529227189977106,-4.852379020881836,23.6724296479208,4.476078632846832,4.939,18773.057292,3665.6367865528277,3084.056744623821,0.0,10484.547,2828.703,9511406.00405968,0.6171335445755293,-0.8723927113287759,4789.3786801035885,10484.547,21493044808.520653,charge,05125.csv
4.058904789088504,0.1726991165266607,3.0661450551857485,4.212924011950438,4.134828875928365,0.029824984849089135,-1.0740960004589184,1.094996858617216,4.062573212260558,1.1467789567646895,15398.699530943608,0.9523115206216739,0.6666278041175593,-3.4122633601213583,1.5175028479320207,1.5082334540892344,0.444392629222599,-0.6873626153819312,0.1647204758919667,1.1622450500916446,4.929766208053379,1260.30904817954,26.70320405781683,1.3758085894557874,24.49334629714403,29.456340289732644,26.757378227843542,1.8928492748203234,0.010024909726593088,-0.9472201513187102,26.738584993429768,4.962993992588615,667050.1483116595,0.9447352625937836,0.6619425451334809,-3.413,1.5,1.498,0.43816793305779045,-0.6918350769587615,0.20706069357208046,1.1533529451460947,4.913,1241.098074,4.418978563772776,0.7705456817143709,0.003,4.942,4.58,0.5937406476086646,-5.081902894838152,26.38204539447813,4.485585337134972,4.939,18772.403937000003,3636.451544480172,3057.347542822639,0.0,10397.89,2808.234,9347373.997603627,0.6161697117046905,-0.8727929252822331,4749.856335859837,10397.89,21049539152.150208,charge,05127.csv
4.058329981003973,0.1736281791449295,3.0637656606174013,4.2128738833616,4.137383490740312,0.030146744593183734,-1.0833896626310933,1.1085216785058214,4.062038503709933,1.1491082227441987,15460.64692686784,0.9477284862498987,0.6687719757450901,-3.403625146732859,1.5169487474809895,1.5078379026042303,0.44725595554199127,-0.6734790194053002,0.10312949878995115,1.1597275160991716,4.920573894213849,1260.2349331669084,26.617004288392003,1.3871324110960768,24.42016992589388,29.4813335075363,26.659945725301288,1.9241363259132154,0.03137320974551327,-0.9512183259610332,26.65308612725563,5.061163581642418,665632.6191001714,0.9403607257203841,0.6639620201354733,-3.406,1.5,1.498,0.44084556418237875,-0.6781665936733554,0.1485419800482286,1.150935868094011,4.906000000000001,1241.2002099999997,4.364055496264675,0.9155237508496792,0.003,4.942,4.58,0.8381837383698655,-4.277841003622191,17.606808521310533,4.458953865325998,4.939,18629.686589999998,3666.7736456776947,3086.0046647186145,0.0,10495.203,2828.921,9523424.790665047,0.6180175381691098,-0.870207127705136,4791.501854206389,10495.203,21512105147.674877,charge,05129.csv
4.059785107501149,0.17417642456441204,3.0593224041262927,4.212763963219923,4.149247497625151,0.03033742687404232,-1.1121055343205617,1.1726894742673277,4.063515802715319,1.1534415590936304,15719.5769663291,0.9326606943848299,0.6735039555301467,-3.3944513625869224,1.5165104184246716,1.5078629433306887,0.4536075781147539,-0.6233945654586317,-0.04626082609892901,1.1502117502515383,4.9109617810115935,1259.483691036705,26.51849450408942,1.370493761545087,24.41186883829393,29.39582042914756,26.53473343439352,1.8782531504340019,0.0951738600610152,-0.9517556292497775,26.553847761837925,4.9839515908536285,671261.7030728394,0.9256123949579832,0.6687555622762594,-3.4,1.5,1.498,0.44723400207543584,-0.6284217664261408,0.000983298659734455,1.1417191091330932,4.9,1240.9534429999999,4.326279411764706,0.9917961367876299,0.003,4.942,4.575,0.9836595769468671,-3.9140014258639795,14.279979763071731,4.438391585895492,4.939,18753.752516,3774.6464422268905,3178.8563236097248,0.0,10792.672,2911.2345,10105127.526153537,0.61549271780852,-0.8765302251157521,4933.808737701057,10792.672,23174030164.524963,charge,05131.csv
4.058914241429766,0.17501313385010006,3.0533599221041614,4.213176751734383,4.1485637422550194,0.030629597020033036,-1.1202069336759881,1.2056980908218469,4.062681656536106,1.1598168296302216,15713.123894721917,0.9322724824266048,0.6744064200034551,-3.401390462320561,1.5149343200832288,1.5082895008815145,0.4548240193418767,-0.6240738246330666,-0.044120738633070644,1.1504252450763164,4.91632478240379,1259.9512887724754,26.620706323978894,1.3694742823181505,24.52745754186332,29.43842411948605,26.648972710930863,1.875459809930813,0.09219121851677363,-0.95821525883383,26.65587167917515,4.91096657762273,676429.7912177726,0.9251428571428572,0.6694268485376408,-3.405,1.5,1.498,0.4481323055430374,-0.6289305809794549,0.002164595473926223,1.1417315290617938,4.904999999999999,1240.980442,4.287875,1.0666019108851674,0.003,4.942,4.575,1.1376396363038905,-3.600657140446081,11.671960587028849,4.41840657390319,4.939,18585.245453,3776.138970588235,3178.701148263605,0.0,10789.985,2913.438,10104140.98997236,0.6147633779460098,-0.8773700941656264,4934.850851007624,10789.985,23183820781.44952,charge,05133.csv
4.053425643583467,0.1776536824684222,3.048720950345317,4.212850577044761,4.121981842473871,0.031560830894590976,-1.0759033784034187,1.112687597903948,4.0573126541719295,1.1641296266994439,15144.843095807373,0.9653291698755072,0.6622559218143776,-3.385806497377117,1.516037681196602,1.5080718029285431,0.43858290597821104,-0.7290738966097159,0.2519773040410578,1.1704557196411878,4.901844178573719,1260.369264309509,26.737918888901717,1.364063956185176,24.54571478443476,29.51081056398121,26.75247614670476,1.8606704765635536,0.033892738597042324,-0.8994887880441258,26.772653109435034,4.9650957795464485,659432.9581566901,0.9578858695652174,0.6577048256378849,-3.387,1.5,1.498,0.43257563766736057,-0.7336235121401721,0.29529178243844845,1.1617447163080041,4.8870000000000005,1241.678723,4.4560641304347826,0.6561709128188274,0.003,4.942,4.58,0.4305602668294933,-5.858385493318285,37.018264995470176,4.504064808713009,4.939,18663.671817000002,3542.7558000000004,2973.3659110110716,0.0,10127.562,2741.875,8840904.840762699,0.6149309850949688,-0.873450000011502,4624.11221966137,10127.562,19671820714.41987,charge,05135.csv
4.055637707823975,0.17368127836419378,3.0824222303522406,4.213141772335243,4.125383539878492,0.030165186454220567,-1.015481614316113,0.871270585831982,4.05935089034349,1.1307195419830025,15176.54160850882,0.9616213808811537,0.6643325706984581,-3.43387007729948,1.5173922491512082,1.5079203133901613,0.44133776449082185,-0.7278955616187093,0.3000198565859584,1.168577875265635,4.9512623264506885,1257.6938847660786,26.741457030661458,1.3849308367226507,24.51382202883513,29.668813794471543,26.777554079471788,1.9180334225053013,0.023901379510763036,-0.9076884932032843,26.777256674086836,5.154991765636414,660376.7784657237,0.9542204125950055,0.659599043438218,-3.438,1.5,1.498,0.43507089810461214,-0.7333244543475343,0.35240056894940786,1.1597995965831889,4.938000000000001,1238.869431,4.4105298588490776,0.8017416309868661,0.003,4.942,4.58,0.6427896428574802,-4.902943809596669,24.200689308618827,4.482729676533854,4.939,18507.37099,3547.5978023887074,2979.5209782379034,0.0,10147.952999999994,2743.0,8877545.259759752,0.6166031483544179,-0.8710917771328184,4631.776807960495,10147.952999999994,19758541243.258614,charge,05137.csv
4.0551389874488235,0.17493890986106803,3.075795646323062,4.212949842741421,4.125613911658195,0.030603622183378882,-1.032074256235617,0.9224632836222715,4.058906577025672,1.1371541964183587,15173.219515541503,0.9608152867945828,0.6644988543836526,-3.416543780338169,1.517754813457655,1.508597713578916,0.44155872747718683,-0.7206968073157818,0.26145566672275455,1.1680091218824922,4.934298593795824,1256.4699294054542,26.7021703105932,1.415519692900562,24.435380667117133,29.77928873582229,26.740361619081188,2.0036960009893017,0.03309368568968139,-0.8910324970321959,26.739622654989425,5.343908068705158,658521.8335724571,0.9531161780673181,0.6597268642408228,-3.419,1.5,1.498,0.4352395354010291,-0.7256823969825756,0.30957800879763475,1.15896393883038,4.9190000000000005,1237.084816,4.418718783930511,0.7748518919943445,0.003,4.942,4.58,0.6003954545272152,-5.062719093910719,26.104032105697044,4.486069465669734,4.939,18534.95853,3553.5005667752444,2984.140151765177,0.0,10162.094,2747.094,8905092.445377095,0.615710446169492,-0.8723909034260542,4639.2660825668045,10162.094,19822489391.851223,charge,05139.csv
4.054491573689292,0.1756449404154751,3.06985284508505,4.2132271723869295,4.124715337566837,0.030851145093555802,-1.0431905051870272,0.9667145384600921,4.058290222785658,1.1433743273018795,15152.141969769047,0.961954518108792,0.6638007151835001,-3.4217714333372964,1.5160463401115014,1.5084269272724198,0.4406313894781263,-0.7260906811678011,0.28729880042083167,1.1685499292822572,4.937817773448797,1256.2682222475228,26.608132946993933,1.4255469653539852,24.32273250630084,29.71100043300344,26.659584389965516,2.0321841504299565,0.035315586754050096,-0.8804746893318165,26.646251409523224,5.3882679267026,653220.8970451569,0.9543456521739131,0.659282778830172,-3.427,1.5,1.498,0.4346537824620334,-0.7313302616642161,0.33824924000358436,1.1597227929646545,4.927,1237.3604,4.4077847826086956,0.8015482334869476,0.003,4.942,4.575,0.6424795706060463,-4.902827679620832,24.19010879670534,4.47999418671983,4.939,18464.72008,3541.3982500000006,2971.060024240453,0.0,10119.375,2740.4139999999998,8827197.66763968,0.6133678674380122,-0.8761192515399419,4621.591116993067,10119.375,19650376096.455685,charge,05141.csv
